Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr,
77,102,34,102,144,213,34,213,144,-0.0512217,2.06855,-0.635167,0.00649264,2.03889,-0.0294054,-50,-50,-50,-50,-50,0,42,14,42,-53,-32,14,-32,-53,-0.000205452,0.00889359,-0.00561485,-0.000169009,-0.00569155,-0.000862049,-50,3324,-5097,27,-911,115,129,94.7259,,
76,101,34,101,144,213,34,213,144,-0.0512217,2.06954,-0.635722,0.00649264,2.03806,-0.0294054,-53,-53,-53,-53,-53,0,41,14,41,-53,-32,14,-32,-53,-0.000219412,0.00844345,-0.00502571,-0.000182368,-0.00518936,-0.000806253,-53,3156,-4562,29,-831,107,129,93.8456,,
76,101,34,101,144,213,34,213,144,-0.0512217,2.07133,-0.636461,0.00649264,2.03743,-0.0296567,-54,-54,-54,-54,-54,0,41,14,41,-53,-32,14,-32,-53,-0.000219826,0.00845106,-0.00501709,-0.000182825,-0.00520559,-0.000806789,-54,3159,-4554,29,-833,107,130,93.8456,,
76,101,35,101,144,213,35,213,144,-0.0512217,2.07277,-0.636904,0.00649264,2.03638,-0.0296567,-90,-90,-90,-90,-90,0,41,15,41,-53,-32,15,-32,-53,-0.000370055,0.00836618,-0.00462178,-0.000209754,-0.00486081,-0.000793154,-90,3127,-4195,33,-778,105,129,94.308,,
74,101,34,101,145,214,34,214,145,-0.0512217,2.07357,-0.637496,0.00649264,2.03596,-0.029908,-74,-74,-74,-74,-74,0,41,14,41,-52,-31,14,-31,-52,-0.000301823,0.0081096,-0.00476662,-0.00018429,-0.00500316,-0.000798824,-74,3031,-4327,29,-801,106,129,92.6067,,
74,101,33,101,145,214,33,214,145,-0.0512217,2.07492,-0.638013,0.00649264,2.03575,-0.029908,-47,-47,-47,-47,-47,0,41,13,41,-52,-31,13,-31,-52,-0.000192919,0.00823451,-0.00514822,-0.000159809,-0.00538484,-0.00081737,-47,3078,-4673,25,-862,109,130,92.1683,,
74,101,33,101,145,214,33,214,145,-0.0512217,2.07564,-0.638826,0.00649264,2.03554,-0.029908,-47,-47,-47,-47,-47,0,41,13,41,-52,-31,13,-31,-52,-0.000193315,0.00824015,-0.00514549,-0.000159713,-0.00539321,-0.000817762,-47,3080,-4671,25,-864,109,131,92.1683,,
74,101,33,101,145,214,33,214,145,-0.0512217,2.07663,-0.639639,0.00649264,2.03491,-0.0301594,-47,-47,-47,-47,-47,0,41,13,41,-52,-31,13,-31,-52,-0.000193859,0.00824673,-0.00514124,-0.00015951,-0.00540404,-0.000818225,-47,3082,-4667,25,-865,109,129,92.1683,,
74,101,33,101,145,214,33,214,145,-0.0512217,2.07914,-0.640305,0.00649264,2.0345,-0.0301594,-47,-47,-47,-47,-47,0,41,13,41,-52,-31,13,-31,-52,-0.000193888,0.00825514,-0.00512958,-0.000160681,-0.00542411,-0.000818658,-47,3085,-4656,25,-868,109,129,92.1683,,
72,101,33,101,145,215,33,215,145,-0.0512217,2.07986,-0.641081,0.00649264,2.03408,-0.0301594,-95,-95,-95,-95,-95,0,41,13,41,-52,-30,13,-30,-52,-0.000387547,0.00787378,-0.00460964,-0.000181291,-0.00496614,-0.000797392,-95,2943,-4184,29,-795,106,129,91.5041,,
74,102,32,102,144,215,32,215,144,-0.0512217,2.08049,-0.641524,0.0062832,2.03282,-0.0304107,-111,-111,-111,-111,-111,0,42,12,42,-53,-30,12,-30,-53,-0.00045461,0.00855945,-0.00536169,-0.000164538,-0.00569792,-0.000872374,-111,3199,-4867,26,-912,116,128,92.5689,,
74,102,32,102,144,215,32,215,144,-0.0512217,2.08129,-0.642227,0.0062832,2.03114,-0.030662,-111,-111,-111,-111,-111,0,42,12,42,-53,-30,12,-30,-53,-0.000455726,0.0085666,-0.0053575,-0.000163434,-0.00570926,-0.00087299,-111,3202,-4863,26,-914,116,128,92.5689,,
72,101,32,101,146,215,32,215,146,-0.0512217,2.08327,-0.642744,0.0062832,2.02905,-0.030662,-55,-55,-55,-55,-55,0,41,12,41,-51,-30,12,-30,-51,-0.000227825,0.00808961,-0.00523952,-0.000136704,-0.00561852,-0.000829613,-55,3024,-4756,21,-900,110,128,90.5262,,
72,101,32,101,146,215,32,215,146,-0.0512217,2.08399,-0.643446,0.0062832,2.02863,-0.0309133,-56,-56,-56,-56,-56,0,41,12,41,-51,-30,12,-30,-51,-0.000228307,0.00809496,-0.0052366,-0.000136528,-0.0056268,-0.000830036,-56,3026,-4753,21,-901,110,129,90.5262,,
72,101,32,101,147,215,32,215,147,-0.0512217,2.08506,-0.644149,0.0062832,2.02842,-0.0311647,-35,-35,-35,-35,-35,0,41,12,41,-50,-30,12,-30,-50,-0.000143585,0.0081164,-0.00543292,-0.000121427,-0.00581315,-0.000837867,-35,3034,-4932,19,-931,111,128,89.9667,,
70,101,33,101,146,216,33,216,146,-0.0512217,2.08623,-0.645183,0.0062832,2.028,-0.0311647,-113,-113,-113,-113,-113,0,41,13,41,-51,-29,13,-29,-51,-0.000461717,0.0075718,-0.0043575,-0.000178535,-0.00480928,-0.000785276,-113,2830,-3955,28,-770,104,131,90.2884,,
72,101,32,101,147,215,32,215,147,-0.0512217,2.08677,-0.645886,0.0062832,2.02717,-0.0311647,-35,-35,-35,-35,-35,0,41,12,41,-50,-30,12,-30,-50,-0.000144759,0.00812986,-0.00542564,-0.000120711,-0.00583388,-0.000838782,-35,3039,-4925,19,-934,111,131,89.9667,,
72,101,32,101,147,215,32,215,147,-0.0512217,2.08776,-0.646551,0.0062832,2.02675,-0.0311647,-35,-35,-35,-35,-35,0,41,12,41,-50,-30,12,-30,-50,-0.000145051,0.00813561,-0.00542145,-0.000120725,-0.00584382,-0.000839091,-35,3041,-4921,19,-936,112,127,89.9667,,
70,100,32,100,147,215,32,215,147,-0.0512217,2.08919,-0.647031,0.0062832,2.02612,-0.0311647,-18,-18,-18,-18,-18,0,40,12,40,-50,-30,12,-30,-50,-7.60076e-05,0.00758518,-0.00483789,-0.000131111,-0.00532571,-0.000783103,-18,2835,-4391,21,-853,104,130,89.0618,,
68,100,32,100,147,216,32,216,147,-0.0512217,2.08991,-0.647697,0.0062832,2.02528,-0.031416,-68,-68,-68,-68,-68,0,40,12,40,-50,-29,12,-29,-50,-0.000279494,0.00725405,-0.00438835,-0.000147769,-0.0049124,-0.000760198,-68,2711,-3983,23,-786,101,130,88.3968,,
68,100,32,100,147,216,32,216,147,-0.0512217,2.09081,-0.648288,0.0062832,2.02465,-0.031416,-68,-68,-68,-68,-68,0,40,12,40,-50,-29,12,-29,-50,-0.000280031,0.00725886,-0.00438487,-0.000147681,-0.00492069,-0.000760679,-68,2713,-3980,23,-788,101,130,88.3968,,
68,100,32,100,147,216,32,216,147,-0.0512217,2.09198,-0.648842,0.0062832,2.02423,-0.031416,-68,-68,-68,-68,-68,0,40,12,40,-50,-29,12,-29,-50,-0.000280479,0.00726378,-0.00438033,-0.000147971,-0.00493014,-0.00076121,-68,2715,-3976,23,-789,101,129,88.3968,,
68,100,32,100,147,216,32,216,147,-0.0512217,2.09287,-0.64936,0.0062832,2.0236,-0.031416,-69,-69,-69,-69,-69,0,40,12,40,-50,-29,12,-29,-50,-0.000280984,0.00726826,-0.00437678,-0.000147926,-0.00493816,-0.000761669,-69,2716,-3973,23,-791,101,130,88.3968,,
68,100,32,100,148,216,32,216,148,-0.0512217,2.0935,-0.64984,0.0062832,2.0234,-0.0316673,-49,-49,-49,-49,-49,0,40,12,40,-49,-29,12,-29,-49,-0.000202196,0.00729678,-0.00456637,-0.00013419,-0.00512792,-0.000772681,-49,2727,-4145,21,-821,103,129,87.8351,,
68,99,32,99,148,215,32,215,148,-0.0512217,2.09458,-0.650653,0.0062832,2.02319,-0.0319187,16,16,16,16,16,0,39,12,39,-49,-30,12,-30,-49,6.60073e-05,0.00709451,-0.00445904,-0.000126627,-0.00503151,-0.000741176,16,2652,-4048,20,-806,98,129,87.6071,,
67,99,32,99,147,216,32,216,147,-0.0512217,2.09601,-0.651282,0.0062832,2.02256,-0.0319187,-63,-63,-63,-63,-63,0,39,12,39,-50,-29,12,-29,-50,-0.000259201,0.00686785,-0.00390421,-0.000157449,-0.00449503,-0.000710355,-63,2567,-3544,25,-720,94,129,87.4986,,
67,100,32,100,149,217,32,217,149,-0.0512217,2.09682,-0.651836,0.0062832,2.02193,-0.03217,-79,-79,-79,-79,-79,0,40,12,40,-48,-28,12,-28,-48,-0.000322506,0.00709463,-0.00436122,-0.000138187,-0.00495713,-0.000762994,-79,2652,-3959,22,-794,101,128,86.6256,,
67,100,32,100,149,217,32,217,149,-0.0512217,2.09745,-0.652465,0.0062832,2.02151,-0.03217,-79,-79,-79,-79,-79,0,40,12,40,-48,-28,12,-28,-48,-0.000323015,0.00709898,-0.00435904,-0.000138032,-0.00496366,-0.000763445,-79,2653,-3957,22,-795,101,129,86.6256,,
67,99,31,99,148,216,31,216,148,-0.0512217,2.09817,-0.652834,0.0062832,2.0213,-0.0324213,-18,-18,-18,-18,-18,0,39,11,39,-49,-29,11,-29,-49,-7.38733e-05,0.00701871,-0.00441133,-0.000123502,-0.00505725,-0.00074484,-18,2623,-4004,19,-810,99,130,86.5332,,
68,100,31,100,148,216,31,216,148,-0.0512217,2.09934,-0.653462,0.0062832,2.02067,-0.0324213,-34,-34,-34,-34,-34,0,40,11,40,-49,-29,11,-29,-49,-0.000138964,0.0074675,-0.00488428,-0.000113285,-0.00554776,-0.000795504,-34,2791,-4434,18,-888,106,128,87.4414,,
65,99,31,99,149,217,31,217,149,-0.0512217,2.10032,-0.654091,0.0062832,2.01942,-0.0324213,-46,-46,-46,-46,-46,0,39,11,39,-48,-28,11,-28,-48,-0.000190517,0.00673282,-0.00416645,-0.000125485,-0.00484522,-0.000731532,-46,2516,-3782,20,-776,97,128,85.3053,,
65,99,31,99,149,217,31,217,149,-0.0512217,2.10104,-0.654534,0.0062832,2.01921,-0.0326726,-46,-46,-46,-46,-46,0,39,11,39,-48,-28,11,-28,-48,-0.000190716,0.00673603,-0.00416397,-0.000125601,-0.0048509,-0.000731775,-46,2518,-3780,20,-777,97,131,85.3053,,
65,99,31,99,149,217,31,217,149,-0.0512217,2.10167,-0.654941,0.0062832,2.01837,-0.032924,-46,-46,-46,-46,-46,0,39,11,39,-48,-28,11,-28,-48,-0.000191192,0.00673958,-0.00416148,-0.000125267,-0.00485694,-0.000732094,-46,2519,-3777,20,-778,97,129,85.3053,,
65,99,31,99,149,217,31,217,149,-0.0512217,2.10275,-0.655421,0.00586432,2.01669,-0.0331753,-47,-47,-47,-47,-47,0,39,11,39,-48,-28,11,-28,-48,-0.000192009,0.00674505,-0.00415699,-0.000123679,-0.00486718,-0.000730341,-47,2521,-3773,19,-779,97,130,85.3053,,
65,99,31,99,150,217,31,217,150,-0.0512217,2.10329,-0.656124,0.00586432,2.01523,-0.0334266,-29,-29,-29,-29,-29,0,39,11,39,-47,-28,11,-28,-47,-0.000120859,0.00675146,-0.00429049,-0.000112287,-0.00501127,-0.000739991,-29,2523,-3895,17,-802,98,127,84.7467,,
63,98,31,98,150,217,31,217,150,-0.0512217,2.104,-0.656752,0.00586432,2.01418,-0.033678,-14,-14,-14,-14,-14,0,38,11,38,-47,-28,11,-28,-47,-5.89899e-05,0.00627589,-0.00383361,-0.000119216,-0.00455604,-0.000693217,-14,2346,-3480,19,-729,92,130,83.8332,,
65,99,32,99,150,217,32,217,150,-0.0512217,2.10436,-0.65738,0.00586432,2.01376,-0.033678,-44,-44,-44,-44,-44,0,39,12,39,-47,-28,12,-28,-47,-0.000182645,0.00664121,-0.00400177,-0.000129269,-0.00469592,-0.000720721,-44,2482,-3632,20,-752,96,129,85.1528,,
63,98,32,98,151,217,32,217,151,-0.0512217,2.10562,-0.657898,0.00586432,2.01334,-0.033678,-11,-11,-11,-11,-11,0,38,12,38,-46,-28,12,-28,-46,-4.81084e-05,0.00616765,-0.00368417,-0.000126253,-0.00437925,-0.000682938,-11,2305,-3344,20,-701,91,130,83.6899,,
63,98,32,98,151,217,32,217,151,-0.0512217,2.10652,-0.658489,0.00586432,2.01292,-0.0339293,-11,-11,-11,-11,-11,0,38,12,38,-46,-28,12,-28,-46,-4.8242e-05,0.00617146,-0.00368122,-0.000126207,-0.00438601,-0.000683049,-11,2306,-3341,20,-702,91,129,83.6899,,
63,98,31,98,150,217,31,217,150,-0.0512217,2.10688,-0.658933,0.00586432,2.0125,-0.0339293,-14,-14,-14,-14,-14,0,38,11,38,-47,-28,11,-28,-47,-5.98152e-05,0.00629001,-0.00382408,-0.000118755,-0.00457969,-0.000693863,-14,2351,-3471,19,-733,92,131,83.8332,,
63,98,31,98,151,217,31,217,151,-0.0512217,2.10732,-0.659265,0.00586432,2.01188,-0.0341806,6,6,6,6,6,0,38,11,38,-46,-28,11,-28,-46,2.79703e-05,0.00627128,-0.00393053,-0.000109948,-0.0046963,-0.000704329,6,2344,-3568,17,-752,94,132,83.2766,,
63,98,31,98,151,217,31,217,151,-0.0512217,2.10813,-0.659783,0.00586432,2.01125,-0.0344319,6,6,6,6,6,0,38,11,38,-46,-28,11,-28,-46,2.7793e-05,0.006275,-0.00392767,-0.000109742,-0.00470288,-0.000704419,6,2345,-3565,17,-753,94,129,83.2766,,
63,98,31,98,152,217,31,217,152,-0.0512217,2.10948,-0.660152,0.00586432,2.01125,-0.0344319,28,28,28,28,28,0,38,11,38,-45,-28,11,-28,-45,0.000116204,0.00623327,-0.003997,-0.000103175,-0.0047837,-0.000711251,28,2330,-3628,16,-766,94,130,82.7285,,
63,98,30,98,151,217,30,217,151,-0.0512217,2.11038,-0.660633,0.00586432,2.01104,-0.0346833,24,24,24,24,24,0,38,10,38,-46,-28,10,-28,-46,0.000101329,0.00639176,-0.00419132,-9.35734e-05,-0.00504082,-0.000725299,24,2389,-3805,14,-807,96,130,82.8975,,
63,98,30,98,151,217,30,217,151,-0.0512217,2.111,-0.661113,0.00586432,2.01104,-0.0346833,24,24,24,24,24,0,38,10,38,-46,-28,10,-28,-46,0.000101548,0.00639443,-0.00418935,-9.3618e-05,-0.00504545,-0.000725124,24,2390,-3803,14,-808,96,129,82.8975,,
62,98,30,98,152,218,30,218,152,-0.0512217,2.11145,-0.661926,0.00586432,2.01062,-0.0351859,-12,-12,-12,-12,-12,0,38,10,38,-45,-27,10,-27,-45,-5.00808e-05,0.00620944,-0.00399391,-9.74851e-05,-0.00483872,-0.000710238,-12,2321,-3625,15,-775,94,130,81.6762,,
63,98,30,98,151,217,30,217,151,-0.0512217,2.11316,-0.662555,0.00586432,2.00999,-0.0351859,24,24,24,24,24,0,38,10,38,-46,-28,10,-28,-46,0.000101675,0.00640415,-0.00418188,-9.33011e-05,-0.00506265,-0.000724909,24,2393,-3796,14,-811,96,131,82.8975,,
60,98,30,98,151,219,30,219,151,-0.0512217,2.1137,-0.663183,0.00586432,2.00832,-0.0354372,-68,-68,-68,-68,-68,0,38,10,38,-46,-26,10,-26,-46,-0.000280886,0.0059576,-0.0035618,-0.000113538,-0.00440829,-0.000672444,-68,2227,-3233,18,-706,89,129,81.5843,,
60,98,30,98,151,219,30,219,151,-0.0512217,2.11415,-0.663663,0.00586432,2.00727,-0.0356886,-69,-69,-69,-69,-69,0,38,10,38,-46,-26,10,-26,-46,-0.00028147,0.00596103,-0.00356014,-0.000112954,-0.00441337,-0.000672782,-69,2228,-3232,18,-707,89,128,81.5843,,
60,97,31,97,150,218,31,218,150,-0.0512217,2.11459,-0.664218,0.00586432,2.00685,-0.0356886,-52,-52,-52,-52,-52,0,37,11,37,-47,-27,11,-27,-47,-0.000212562,0.00568004,-0.00309795,-0.000133846,-0.00386539,-0.000620779,-52,2123,-2812,21,-619,82,128,82.2679,,
60,97,31,97,152,218,31,218,152,-0.0512217,2.11639,-0.664587,0.00586432,2.00643,-0.0356886,-11,-11,-11,-11,-11,0,37,11,37,-45,-27,11,-27,-45,-4.60058e-05,0.00567961,-0.00333474,-0.00011781,-0.00414883,-0.000648597,-11,2123,-3027,18,-664,86,129,81.1419,,
60,97,30,97,152,218,30,218,152,-0.0512217,2.11756,-0.66492,0.00586432,2.00622,-0.0356886,5,5,5,5,5,0,37,10,37,-45,-27,10,-27,-45,2.43016e-05,0.005777,-0.00356312,-0.00010399,-0.00445002,-0.000670178,5,2159,-3234,16,-712,89,128,80.7527,,
58,96,29,96,153,218,29,218,153,-0.0512217,2.11783,-0.665327,0.00586432,2.00559,-0.0356886,56,56,56,56,56,0,36,9,36,-44,-27,9,-27,-44,0.0002319,0.00541384,-0.00348217,-9.20917e-05,-0.00441735,-0.000668586,56,2023,-3161,14,-707,89,128,78.924,,
58,96,29,96,152,218,29,218,152,-0.0512217,2.11845,-0.665659,0.00586432,2.00496,-0.0356886,34,34,34,34,34,0,36,9,36,-45,-27,9,-27,-45,0.000140948,0.00545544,-0.00341047,-9.6871e-05,-0.00434204,-0.00065555,34,2039,-3096,15,-695,87,129,79.4858,,
58,96,29,96,152,218,29,218,152,-0.0512217,2.11971,-0.66614,0.00586432,2.00476,-0.0356886,34,34,34,34,34,0,36,9,36,-45,-27,9,-27,-45,0.00014164,0.00545827,-0.00340671,-9.7006e-05,-0.00434863,-0.000654924,34,2040,-3092,15,-696,87,127,79.4858,,
57,96,30,96,152,219,30,219,152,-0.0512217,2.12133,-0.666472,0.00586432,2.00455,-0.0356886,-28,-28,-28,-28,-28,0,36,10,36,-45,-26,10,-26,-45,-0.000116479,0.00520149,-0.00293298,-0.000117762,-0.00376761,-0.000599875,-28,1944,-2662,18,-603,80,128,79.177,,
55,96,29,96,152,220,29,220,152,-0.0512217,2.12142,-0.666768,0.00586432,2.00413,-0.0356886,-48,-48,-48,-48,-48,0,36,9,36,-45,-25,9,-25,-45,-0.000197659,0.00503461,-0.00285944,-0.000110532,-0.00372124,-0.000588012,-48,1882,-2595,17,-596,78,128,78.1665,,
55,96,29,96,153,220,29,220,153,-0.0512217,2.12151,-0.667138,0.00586432,2.00392,-0.0359399,-35,-35,-35,-35,-35,0,36,9,36,-44,-25,9,-25,-44,-0.000142738,0.00505008,-0.00296753,-0.000103665,-0.00385685,-0.000602689,-35,1887,-2694,16,-617,80,129,77.5951,,
55,96,29,96,153,220,29,220,153,-0.0512217,2.12178,-0.667729,0.00586432,2.0035,-0.0359399,-35,-35,-35,-35,-35,0,36,9,36,-44,-25,9,-25,-44,-0.000143119,0.00505279,-0.00296694,-0.000103335,-0.00386015,-0.000602957,-35,1888,-2693,16,-618,80,130,77.5951,,
57,96,29,96,154,219,29,219,154,-0.0512217,2.12375,-0.668283,0.00586432,2.00266,-0.0359399,23,23,23,23,23,0,36,9,36,-43,-26,9,-26,-43,9.52285e-05,0.00526166,-0.00329662,-9.3648e-05,-0.00425496,-0.000647821,23,1966,-2992,15,-681,86,132,77.6917,,
54,95,29,95,152,220,29,220,152,-0.0512217,2.12501,-0.668764,0.00586432,2.00182,-0.0359399,-42,-42,-42,-42,-42,0,35,9,35,-45,-25,9,-25,-45,-0.00017387,0.00472592,-0.00254602,-0.000115513,-0.00336682,-0.000547347,-42,1766,-2311,18,-539,73,130,77.2528,,
54,95,28,95,152,220,28,220,152,-0.0512217,2.12501,-0.669244,0.00586432,2.0014,-0.0359399,-27,-27,-27,-27,-27,0,35,8,35,-45,-25,8,-25,-45,-0.000113445,0.00482841,-0.00275549,-0.000103754,-0.00366238,-0.000573606,-27,1804,-2501,16,-586,76,129,76.922,,
54,95,28,95,152,220,28,220,152,-0.0512217,2.12501,-0.669577,0.00586432,2.00119,-0.0359399,-27,-27,-27,-27,-27,0,35,8,35,-45,-25,8,-25,-45,-0.000113675,0.00482974,-0.00275562,-0.000103517,-0.00366357,-0.00057376,-27,1805,-2501,16,-586,76,131,76.922,,
54,95,28,95,153,220,28,220,153,-0.0512217,2.12537,-0.669984,0.00586432,2.00078,-0.0359399,-11,-11,-11,-11,-11,0,35,8,35,-44,-25,8,-25,-44,-4.70275e-05,0.0048429,-0.00286356,-9.72517e-05,-0.00380545,-0.000591355,-11,1810,-2599,15,-609,78,129,76.3413,,
54,95,28,95,153,220,28,220,153,-0.0512217,2.1277,-0.670316,0.00586432,2.00036,-0.0361912,-11,-11,-11,-11,-11,0,35,8,35,-44,-25,8,-25,-44,-4.64309e-05,0.00484609,-0.00285723,-9.79684e-05,-0.00381497,-0.000590978,-11,1811,-2593,15,-611,78,129,76.3413,,
54,95,28,95,153,220,28,220,153,-0.0512217,2.12779,-0.670575,0.00586432,1.99973,-0.0361912,-11,-11,-11,-11,-11,0,35,8,35,-44,-25,8,-25,-44,-4.68281e-05,0.00484762,-0.00285687,-9.76022e-05,-0.00381686,-0.000591227,-11,1812,-2593,15,-611,78,129,76.3413,,
52,95,28,95,153,221,28,221,153,-0.0512217,2.12779,-0.670945,0.00586432,1.99868,-0.0364426,-44,-44,-44,-44,-44,0,35,8,35,-44,-24,8,-24,-44,-0.000181539,0.00459455,-0.0025856,-0.000100828,-0.00348817,-0.000552749,-44,1717,-2347,16,-558,73,129,75.6968,,
52,95,28,95,154,221,28,221,154,-0.0512217,2.12824,-0.671314,0.00586432,1.99826,-0.0364426,-32,-32,-32,-32,-32,0,35,8,35,-43,-24,8,-24,-43,-0.000131776,0.00461239,-0.00268305,-9.50986e-05,-0.0036211,-0.000568473,-32,1724,-2435,15,-580,75,129,75.1199,,
52,95,28,95,154,221,28,221,154,-0.0512217,2.12896,-0.671499,0.00586432,1.99805,-0.0364426,-32,-32,-32,-32,-32,0,35,8,35,-43,-24,8,-24,-43,-0.000131803,0.00461375,-0.00268124,-9.5284e-05,-0.00362426,-0.000568551,-32,1724,-2434,15,-580,75,128,75.1199,,
51,94,28,94,155,221,28,221,155,-0.0512217,2.12976,-0.671832,0.00586432,1.99763,-0.0366939,-7,-7,-7,-7,-7,0,34,8,34,-42,-24,8,-24,-42,-3.20182e-05,0.00430901,-0.0024848,-9.67313e-05,-0.00338596,-0.000550282,-7,1610,-2255,15,-542,73,130,73.6206,,
50,94,28,94,154,222,28,222,154,-0.0512217,2.13066,-0.672164,0.00586432,1.99722,-0.0366939,-50,-50,-50,-50,-50,0,34,8,34,-43,-23,8,-23,-43,-0.000207285,0.00413563,-0.0021951,-0.0001041,-0.00300343,-0.000497889,-50,1545,-1992,16,-481,66,129,73.5595,,
50,94,28,94,154,222,28,222,154,-0.0512217,2.13093,-0.672534,0.00586432,1.9968,-0.0366939,-50,-50,-50,-50,-50,0,34,8,34,-43,-23,8,-23,-43,-0.000207521,0.00413719,-0.0021946,-0.000103908,-0.0030055,-0.000498054,-50,1546,-1992,16,-481,66,129,73.5595,,
50,94,28,94,154,222,28,222,154,-0.0512217,2.13138,-0.672793,0.00586432,1.99638,-0.0369452,-51,-51,-51,-51,-51,0,34,8,34,-43,-23,8,-23,-43,-0.000207736,0.00413854,-0.00219358,-0.00010385,-0.00300786,-0.00049823,-51,1547,-1991,16,-481,66,129,73.5595,,
50,94,28,94,155,222,28,222,155,-0.0512217,2.13174,-0.673088,0.00586432,1.99596,-0.0369452,-39,-39,-39,-39,-39,0,34,8,34,-42,-23,8,-23,-42,-0.000160767,0.00415926,-0.00228808,-9.86943e-05,-0.00314081,-0.000514873,-39,1554,-2077,15,-503,68,128,72.9794,,
51,94,28,94,155,221,28,221,155,-0.0512217,2.13219,-0.673458,0.00586432,1.99554,-0.0369452,-8,-8,-8,-8,-8,0,34,8,34,-42,-24,8,-24,-42,-3.27566e-05,0.00431723,-0.00247898,-9.61837e-05,-0.0034,-0.00055077,-8,1613,-2250,15,-544,73,128,73.6206,,
51,94,28,94,155,221,28,221,155,-0.0512217,2.13255,-0.673827,0.00586432,1.99533,-0.0369452,-8,-8,-8,-8,-8,0,34,8,34,-42,-24,8,-24,-42,-3.28809e-05,0.00431879,-0.00247822,-9.60995e-05,-0.00340232,-0.000550867,-8,1614,-2249,15,-545,73,129,73.6206,,
50,93,28,93,155,221,28,221,155,-0.0512217,2.13353,-0.674234,0.00586432,1.99491,-0.0371965,-3,-3,-3,-3,-3,0,33,8,33,-42,-24,8,-24,-42,-1.24045e-05,0.00404643,-0.00222936,-0.00010014,-0.00308597,-0.000515862,-3,1512,-2023,16,-494,68,128,72.7049,,
50,94,28,94,155,222,28,222,155,-0.0512217,2.13398,-0.674493,0.00586432,1.99449,-0.0374479,-39,-39,-39,-39,-39,0,34,8,34,-42,-23,8,-23,-42,-0.000161585,0.00416613,-0.00228314,-9.85946e-05,-0.00315261,-0.000515604,-39,1557,-2072,15,-505,68,127,72.9794,,
48,93,28,93,155,222,28,222,155,-0.0512217,2.13416,-0.674788,0.00586432,1.99386,-0.0374479,-32,-32,-32,-32,-32,0,33,8,33,-42,-23,8,-23,-42,-0.000134147,0.00382644,-0.00200994,-0.000100209,-0.00280214,-0.000475504,-32,1430,-1824,16,-448,63,128,72.0555,,
48,93,28,93,155,222,28,222,155,-0.0512217,2.1347,-0.675084,0.00586432,1.99345,-0.0376992,-32,-32,-32,-32,-32,0,33,8,33,-42,-23,8,-23,-42,-0.000134322,0.00382783,-0.00200881,-0.000100168,-0.00280466,-0.000475647,-32,1430,-1823,16,-449,63,128,72.0555,,
48,93,28,93,155,222,28,222,155,-0.0512217,2.13506,-0.675306,0.00586432,1.99282,-0.0376992,-33,-33,-33,-33,-33,0,33,8,33,-42,-23,8,-23,-42,-0.00013455,0.00382901,-0.002008,-9.99851e-05,-0.00280665,-0.000475789,-33,1431,-1822,16,-449,63,128,72.0555,,
50,93,28,93,155,221,28,221,155,-0.0512217,2.1356,-0.675675,0.00586432,1.99198,-0.0376992,-3,-3,-3,-3,-3,0,33,8,33,-42,-24,8,-24,-42,-1.34937e-05,0.00405384,-0.0022245,-9.91917e-05,-0.00309824,-0.000516524,-3,1515,-2019,15,-496,68,128,72.7049,,
48,93,28,93,155,222,28,222,155,-0.0512217,2.13614,-0.675823,0.00586432,1.99114,-0.0379505,-33,-33,-33,-33,-33,0,33,8,33,-42,-23,8,-23,-42,-0.000135125,0.00383199,-0.00200552,-9.95757e-05,-0.00281212,-0.000476151,-33,1432,-1820,15,-450,63,128,72.0555,,
48,93,28,93,155,222,28,222,155,-0.0512217,2.13668,-0.676082,0.00586432,1.99093,-0.0379505,-33,-33,-33,-33,-33,0,33,8,33,-42,-23,8,-23,-42,-0.000135228,0.00383317,-0.0020044,-9.96355e-05,-0.00281441,-0.000476262,-33,1432,-1819,15,-450,63,129,72.0555,,
47,93,28,93,156,223,28,223,156,-0.0512217,2.13748,-0.676193,0.00586432,1.99051,-0.0379505,-44,-44,-44,-44,-44,0,33,8,33,-41,-22,8,-22,-41,-0.00018239,0.0036832,-0.00190806,-9.76208e-05,-0.0026864,-0.000459344,-44,1376,-1732,15,-430,61,129,70.8449,,
48,93,28,93,156,222,28,222,156,-0.0512217,2.13766,-0.676415,0.00586432,1.99009,-0.0379505,-19,-19,-19,-19,-19,0,33,8,33,-41,-23,8,-23,-41,-7.74155e-05,0.00383799,-0.00207869,-9.64939e-05,-0.00292946,-0.000495554,-19,1434,-1887,15,-469,66,130,71.4773,,
47,92,28,92,156,222,28,222,156,-0.0512217,2.13829,-0.676747,0.00586432,1.99009,-0.0379505,-16,-16,-16,-16,-16,0,32,8,32,-41,-23,8,-23,-41,-6.87763e-05,0.0035948,-0.00186494,-9.86127e-05,-0.00264062,-0.00045968,-16,1343,-1693,15,-423,61,128,70.562,,
