No,Z,u1,v1,u2,v2,u3,v3,u4,v4,pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,err1,err2,err3,err4,err5,err6,err7,err8,speed1,speed2,speed3,speed4,speed5,speed6,cmdspeed1,cmdspeed2,cmdspeed3,cmdspeed4,cmdspeed5,cmdspeed6,time,normErr
35,251,134,90,134,142,186,90,186,142,-0.131674,1.47335,-0.17557,0.00607376,2.19137,-0.0387045,-2746,-2746,-2746,-2746,-2746,0,74,70,74,-55,-59,70,-59,-55,-0.0111803,0.112084,-0.0513802,-0.0124561,-0.0101155,-0.0155267,-2746,41898,-46644,1995,-1620,2072,127,188.783
36,251,134,88,134,141,186,88,186,141,-0.133996,1.49067,-0.182112,0.00376992,2.19053,-0.0409665,-2586,-2586,-2586,-2586,-2586,0,74,68,74,-56,-59,68,-59,-56,-0.0105303,0.110585,-0.0250536,-0.0147698,-0.0197986,-0.0154053,-2586,41338,-22744,2366,-3171,2056,128,186.874
37,239,131,84,131,138,186,84,186,138,-0.136182,1.501,-0.188136,0.00062832,2.19011,-0.0444851,-2023,-2023,-2023,-2023,-2023,0,71,64,71,-59,-59,64,-59,-59,-0.00823924,0.0980047,-0.0790606,-0.00775186,0.000451497,-0.013774,-2023,36635,-71773,1241,72,1838,129,181.144
38,239,130,83,130,137,185,83,185,137,-0.138094,1.51491,-0.192497,-0.00125664,2.18948,-0.0454904,-1483,-1483,-1483,-1483,-1483,0,70,63,70,-60,-60,63,-60,-60,-0.00603795,0.0971472,-0.078778,-0.00745687,-0.000568167,-0.0132643,-1483,36314,-71517,1194,-91,1770,127,180.297
39,235,129,79,129,135,185,79,185,135,-0.140416,1.53403,-0.198817,-0.00251328,2.18927,-0.046747,48,48,48,48,48,0,69,59,69,-62,-60,59,-60,-62,0.000198467,0.0889638,-0.0647194,-0.0071254,-0.00395484,-0.0110425,48,33255,-58754,1141,-633,1474,128,176.094
40,224,127,76,127,133,186,76,186,133,-0.140416,1.53887,-0.207947,-0.00335104,2.18927,-0.0480036,-2114,-2114,-2114,-2114,-2114,0,67,56,67,-64,-59,56,-59,-64,-0.00860589,0.0857242,-0.0852939,-0.00525833,0.00216386,-0.0128355,-2114,32044,-77432,842,346,1713,128,171.593
41,220,126,76,126,134,186,76,186,134,-0.140416,1.55027,-0.217408,-0.0041888,2.18906,-0.0485063,-1915,-1915,-1915,-1915,-1915,0,66,56,66,-63,-59,56,-59,-63,-0.00779623,0.0820666,-0.0802503,-0.00509036,0.00107214,-0.0122412,-1915,30677,-72853,815,171,1634,130,170.444
42,220,126,76,126,134,186,76,186,134,-0.140416,1.56347,-0.228053,-0.00460768,2.18885,-0.0520249,-1939,-1939,-1939,-1939,-1939,0,66,56,66,-63,-59,56,-59,-63,-0.00789435,0.0824135,-0.0794742,-0.00515785,-5.56E-05,-0.0123569,-1939,30807,-72149,826,-8,1649,128,170.444
43,220,126,75,126,134,186,75,186,134,-0.140416,1.57765,-0.238032,-0.00502656,2.18885,-0.0542868,-660,-660,-660,-660,-660,0,66,55,66,-63,-59,55,-59,-63,-0.00268983,0.0788509,-0.069491,-0.00515283,-0.00254571,-0.0108105,-660,29475,-63086,825,-407,1443,130,169.464
44,213,125,74,125,134,187,74,187,134,-0.146016,1.58357,-0.248344,-0.005236,2.18885,-0.0560461,-1887,-1887,-1887,-1887,-1887,0,65,54,65,-63,-58,54,-58,-63,-0.00768308,0.0766059,-0.0727034,-0.00498967,-0.00159124,-0.012101,-1887,28636,-66002,799,-254,1615,128,167.018
45,213,125,74,125,134,187,74,187,134,-0.146562,1.593,-0.25799,-0.00565488,2.18864,-0.0568001,-1916,-1916,-1916,-1916,-1916,0,65,54,65,-63,-58,54,-58,-63,-0.00780205,0.076894,-0.0722356,-0.00503642,-0.00235208,-0.0122348,-1916,28743,-65577,806,-376,1633,127,167.018
46,213,123,73,123,135,185,73,185,135,-0.146562,1.60341,-0.266824,-0.00586432,2.18864,-0.0595647,1704,1704,1704,1704,1704,0,63,53,63,-62,-60,53,-60,-62,0.00693769,0.0673107,-0.0541208,-0.00418669,-0.00459333,-0.0076411,1704,25161,-49132,670,-735,1020,128,165.557
47,213,123,74,123,135,185,74,185,135,-0.146562,1.61993,-0.275953,-0.00607376,2.18864,-0.0600674,163,163,163,163,163,0,63,54,63,-62,-60,54,-60,-62,0.000665663,0.071897,-0.0604043,-0.00462038,-0.00526626,-0.00950754,163,26876,-54836,740,-843,1269,130,166.523
48,206,122,72,122,135,186,72,186,135,-0.146562,1.62109,-0.283234,-0.00649264,2.18864,-0.06057,79,79,79,79,79,0,62,52,62,-62,-59,52,-59,-62,0.000324421,0.0665306,-0.0574757,-0.00417879,-0.00456331,-0.00914014,79,24870,-52178,669,-731,1220,129,163.113
49,206,122,73,122,136,186,73,186,136,-0.146562,1.63187,-0.290959,-0.00691152,2.18864,-0.062078,93,93,93,93,93,0,62,53,62,-61,-59,53,-59,-61,0.000380983,0.0665709,-0.0552999,-0.00436174,-0.00550796,-0.00907993,93,24885,-50203,698,-882,1212,126,163.701
50,206,122,73,122,136,186,73,186,136,-0.146562,1.63851,-0.298536,-0.0073304,2.18864,-0.0625807,93,93,93,93,93,0,62,53,62,-61,-59,53,-59,-61,0.000380579,0.0667357,-0.054995,-0.00435028,-0.00598071,-0.00907232,93,24946,-49926,696,-958,1211,129,163.701
51,206,122,72,122,136,186,72,186,136,-0.146562,1.64874,-0.305484,-0.00774928,2.18843,-0.063586,1494,1494,1494,1494,1494,0,62,52,62,-61,-59,52,-59,-61,0.00608527,0.0629329,-0.0481913,-0.00393755,-0.00692557,-0.00720111,1494,23525,-43749,630,-1109,961,129,162.736
52,202,121,71,121,136,186,71,186,136,-0.146562,1.66409,-0.312063,-0.00816816,2.18843,-0.0640886,1697,1697,1697,1697,1697,0,61,51,61,-61,-59,51,-59,-61,0.00690917,0.0599432,-0.0461872,-0.00357452,-0.00723619,-0.00664075,1697,22407,-41930,572,-1159,886,129,161.022
53,195,121,69,121,135,188,69,188,135,-0.146562,1.66562,-0.318531,-0.00921536,2.18802,-0.0660993,-205,-205,-205,-205,-205,0,61,49,61,-62,-57,49,-57,-62,-0.000837593,0.060222,-0.0514388,-0.00377466,-0.00651486,-0.00877104,-205,22511,-46697,604,-1043,1170,128,158.073
54,192,120,69,120,136,188,69,188,136,-0.146562,1.67387,-0.324666,-0.0113098,2.18718,-0.0671046,-25,-25,-25,-25,-25,0,60,49,60,-61,-57,49,-57,-61,-0.000101995,0.0576033,-0.0481244,-0.00364458,-0.00675219,-0.00825879,-25,21532,-43688,583,-1081,1102,129,156.914
55,189,119,68,119,136,188,68,188,136,-0.146562,1.6798,-0.331208,-0.0127758,2.18676,-0.0681099,125,125,125,125,125,0,59,48,59,-61,-57,48,-57,-61,0.000510881,0.0552616,-0.0464331,-0.00337378,-0.00675136,-0.00783532,125,20657,-42153,540,-1081,1046,126,155.219
56,189,119,68,119,136,188,68,188,136,-0.146562,1.6868,-0.337639,-0.013823,2.18676,-0.0696179,126,126,126,126,126,0,59,48,59,-61,-57,48,-57,-61,0.000516957,0.0554072,-0.0461644,-0.00336602,-0.00717228,-0.00781318,126,20711,-41909,539,-1149,1043,129,155.219
57,192,119,68,119,136,187,68,187,136,-0.146562,1.69506,-0.343516,-0.0144514,2.18634,-0.0703718,1601,1601,1601,1601,1601,0,59,48,59,-61,-58,48,-58,-61,0.00652064,0.0537474,-0.0428982,-0.00284935,-0.00763589,-0.00607462,1601,20091,-38944,456,-1223,810,129,155.958
58,185,118,67,118,136,188,67,188,136,-0.146562,1.70816,-0.349282,-0.0148702,2.18634,-0.0726338,279,279,279,279,279,0,58,47,58,-61,-57,47,-57,-61,0.00113881,0.0530624,-0.0436353,-0.00314972,-0.00795786,-0.007347,279,19835,-39613,504,-1274,980,128,153.538
59,179,117,64,117,135,189,64,189,135,-0.146562,1.70906,-0.355121,-0.0154986,2.18613,-0.0741418,182,182,182,182,182,0,57,44,57,-62,-56,44,-56,-62,0.000743604,0.0495784,-0.0427285,-0.00274542,-0.00742605,-0.00714827,182,18533,-38790,439,-1189,954,129,149.74
60,179,117,64,117,135,189,64,189,135,-0.146562,1.71552,-0.360481,-0.0159174,2.18592,-0.0743931,184,184,184,184,184,0,57,44,57,-62,-56,44,-56,-62,0.000752294,0.0496997,-0.0425064,-0.00274103,-0.00777177,-0.00712818,184,18578,-38588,439,-1245,951,127,149.74
61,179,117,65,117,136,189,65,189,136,-0.146562,1.72207,-0.365951,-0.0163363,2.18571,-0.0743931,204,204,204,204,204,0,57,45,57,-61,-56,45,-56,-61,0.000831462,0.0496075,-0.0411115,-0.0028559,-0.00810651,-0.00705902,204,18543,-37322,457,-1298,942,129,150.22
62,179,117,64,117,136,189,64,189,136,-0.146562,1.72746,-0.371347,-0.0167552,2.18529,-0.0748957,1164,1164,1164,1164,1164,0,57,44,57,-61,-56,44,-56,-61,0.00474075,0.0470814,-0.0392131,-0.00232681,-0.0079504,-0.00591305,1164,17599,-35598,372,-1273,789,128,149.328
63,172,115,64,115,136,189,64,189,136,-0.146562,1.73455,-0.376595,-0.0184307,2.18466,-0.076655,-568,-568,-568,-568,-568,0,55,44,55,-61,-56,44,-56,-61,-0.00231495,0.048069,-0.0397094,-0.00294132,-0.00847324,-0.00744873,-568,17968,-36049,471,-1357,994,129,147.821
64,172,115,64,115,136,189,64,189,136,-0.146562,1.74263,-0.381991,-0.0188496,2.18466,-0.0771577,-572,-572,-572,-572,-572,0,55,44,55,-61,-56,44,-56,-61,-0.00233031,0.0482274,-0.0394509,-0.00295995,-0.00889302,-0.00745755,-572,18028,-35814,474,-1424,995,128,147.821
65,172,115,63,115,136,189,63,189,136,-0.146562,1.75277,-0.386981,-0.0196874,2.18425,-0.077409,452,452,452,452,452,0,55,43,55,-61,-56,43,-56,-61,0.00184406,0.0456245,-0.0372906,-0.00244196,-0.00888643,-0.00626608,452,17055,-33853,391,-1423,836,128,146.935
66,166,114,62,114,136,190,62,190,136,-0.146562,1.75331,-0.392266,-0.0201062,2.18425,-0.078163,-525,-525,-525,-525,-525,0,54,42,54,-61,-55,42,-55,-61,-0.00214119,0.0447899,-0.0365738,-0.00271326,-0.00881894,-0.00702095,-525,16743,-33202,434,-1412,937,128,144.551
67,166,114,61,114,136,190,61,190,136,-0.146562,1.75986,-0.396923,-0.0205251,2.18404,-0.078917,369,369,369,369,369,0,54,41,54,-61,-55,41,-55,-61,0.00150225,0.0425283,-0.0352261,-0.00222771,-0.00866651,-0.00606403,369,15897,-31979,356,-1388,809,129,143.687
68,169,114,61,114,136,189,61,189,136,-0.146562,1.76444,-0.401913,-0.020944,2.18383,-0.0819329,1523,1523,1523,1523,1523,0,54,41,54,-61,-56,41,-56,-61,0.00620154,0.0413509,-0.034697,-0.00164571,-0.00856911,-0.00482616,1523,15457,-31499,263,-1372,644,131,144.458
69,166,114,61,114,136,190,61,190,136,-0.146562,1.76983,-0.405904,-0.0211534,2.18383,-0.0824356,374,374,374,374,374,0,54,41,54,-61,-55,41,-55,-61,0.00152369,0.0427074,-0.0349427,-0.002211,-0.00913163,-0.00602038,374,15964,-31722,354,-1462,803,128,143.687
70,166,114,61,114,136,190,61,190,136,-0.146562,1.77485,-0.410931,-0.0215723,2.18362,-0.0831896,376,376,376,376,376,0,54,41,54,-61,-55,41,-55,-61,0.00153268,0.0428058,-0.0348037,-0.00219884,-0.00937074,-0.00599781,376,16001,-31595,352,-1501,800,128,143.687
71,166,114,60,114,136,190,60,190,136,-0.146562,1.78024,-0.415218,-0.0219912,2.18341,-0.0839436,1246,1246,1246,1246,1246,0,54,40,54,-61,-55,40,-55,-61,0.00507315,0.0406187,-0.0339541,-0.00163388,-0.0091087,-0.00497115,1246,15183,-30824,261,-1459,663,130,142.839
72,163,113,59,113,136,190,59,190,136,-0.146562,1.79011,-0.42006,-0.0226195,2.18299,-0.0846975,1351,1351,1351,1351,1351,0,53,39,53,-61,-55,39,-55,-61,0.00550048,0.0389029,-0.0326482,-0.00145911,-0.00916261,-0.00465403,1351,14542,-29639,233,-1467,621,129,141.252
73,154,112,57,112,136,192,57,192,136,-0.146562,1.79684,-0.424126,-0.022829,2.18299,-0.0859542,250,250,250,250,250,0,52,37,52,-61,-53,37,-53,-61,0.00101836,0.0371452,-0.0306319,-0.00187063,-0.00919091,-0.00554835,250,13885,-27808,299,-1472,740,130,137.31
74,154,112,55,112,135,192,55,192,135,-0.146562,1.7972,-0.428487,-0.0232478,2.18278,-0.0867082,885,885,885,885,885,0,52,35,52,-62,-53,35,-53,-62,0.00360587,0.035844,-0.031908,-0.00126433,-0.00905393,-0.0049647,885,13398,-28967,202,-1450,662,130,136.18
75,154,112,57,112,136,192,57,192,136,-0.146562,1.80214,-0.432774,-0.0240856,2.18257,-0.0867082,248,248,248,248,248,0,52,37,52,-61,-53,37,-53,-61,0.00101351,0.0372788,-0.0305276,-0.001839,-0.00943452,-0.00552598,248,13935,-27713,294,-1511,737,129,137.31
76,154,112,57,112,136,192,57,192,136,-0.146562,1.80699,-0.436692,-0.024295,2.18257,-0.0869595,251,251,251,251,251,0,52,37,52,-61,-53,37,-53,-61,0.00102291,0.0373578,-0.0304093,-0.00183494,-0.00963242,-0.00550797,251,13964,-27606,293,-1543,735,128,137.31
77,151,111,56,111,136,192,56,192,136,-0.146562,1.81157,-0.440388,-0.0247139,2.18236,-0.0872108,340,340,340,340,340,0,51,36,51,-61,-53,36,-53,-61,0.00138453,0.0357621,-0.0292321,-0.00169552,-0.00947525,-0.00524666,340,13368,-26537,271,-1517,700,128,135.753
78,151,111,55,111,136,192,55,192,136,-0.146562,1.81533,-0.444417,-0.0247139,2.18236,-0.0872108,1015,1015,1015,1015,1015,0,51,35,51,-61,-53,35,-53,-61,0.00413312,0.0341782,-0.0293385,-0.00120145,-0.00928721,-0.00456194,1015,12776,-26634,192,-1487,609,129,134.967
79,148,110,55,110,136,192,55,192,136,-0.146562,1.82018,-0.448482,-0.0249234,2.18236,-0.0872108,423,423,423,423,423,0,50,35,50,-61,-53,35,-53,-61,0.00172297,0.0342963,-0.028002,-0.00156066,-0.00947893,-0.00499181,423,12820,-25421,250,-1518,666,130,134.216
80,145,110,54,110,136,193,54,193,136,-0.146562,1.8244,-0.45192,-0.0251328,2.18236,-0.0874621,282,282,282,282,282,0,50,34,50,-61,-52,34,-52,-61,0.00115068,0.0333326,-0.0273066,-0.00155069,-0.00945334,-0.00504647,282,12460,-24789,248,-1514,673,129,132.654
81,145,110,54,110,136,193,54,193,136,-0.146562,1.8305,-0.4558,-0.0251328,2.18215,-0.0879648,286,286,286,286,286,0,50,34,50,-61,-52,34,-52,-61,0.00116631,0.0334137,-0.0271702,-0.00154968,-0.00967044,-0.00502398,286,12490,-24665,248,-1549,670,128,132.654
82,145,110,53,110,136,193,53,193,136,-0.146562,1.8393,-0.458831,-0.0251328,2.18215,-0.0902268,899,899,899,899,899,0,50,33,50,-61,-52,33,-52,-61,0.00366097,0.032074,-0.0274042,-0.00108488,-0.00969979,-0.00439123,899,11989,-24878,173,-1553,586,129,131.894
83,136,109,51,109,135,195,51,195,135,-0.146562,1.84056,-0.462564,-0.0253422,2.18215,-0.0912321,-385,-385,-385,-385,-385,0,49,31,49,-62,-50,31,-50,-62,-0.0015679,0.0313443,-0.0246007,-0.00174947,-0.00958747,-0.00527259,-385,11716,-22333,280,-1535,703,129,128.565
84,136,109,51,109,135,195,51,195,135,-0.146562,1.84289,-0.466223,-0.0255517,2.18194,-0.091986,-387,-387,-387,-387,-387,0,49,31,49,-62,-50,31,-50,-62,-0.00157662,0.0314025,-0.0245665,-0.00174214,-0.00968085,-0.00527486,-387,11738,-22302,279,-1550,704,127,128.565
85,136,109,52,109,135,195,52,195,135,-0.146562,1.84684,-0.469254,-0.0257611,2.18194,-0.0922374,-905,-905,-905,-905,-905,0,49,32,49,-62,-50,32,-50,-62,-0.003686,0.0326221,-0.0238896,-0.00214942,-0.00994353,-0.00569017,-905,12194,-21687,344,-1593,759,128,129.298
86,134,108,52,108,135,195,52,195,135,-0.146562,1.85025,-0.472543,-0.0265989,2.18152,-0.09274,-1379,-1379,-1379,-1379,-1379,0,48,32,48,-62,-50,32,-50,-62,-0.00561523,0.0326922,-0.0225664,-0.00242178,-0.00990619,-0.00586395,-1379,12220,-20486,387,-1587,782,128,128.546
87,131,108,50,108,135,196,50,196,135,-0.146562,1.85501,-0.475352,-0.028065,2.18089,-0.0932427,-821,-821,-821,-821,-821,0,48,30,48,-62,-49,30,-49,-62,-0.00334326,0.0302481,-0.0220545,-0.0019573,-0.00959641,-0.00528515,-821,11307,-20021,313,-1537,705,128,126.309
88,131,107,50,107,135,195,50,195,135,-0.146562,1.85914,-0.478383,-0.0293216,2.18027,-0.093494,-758,-758,-758,-758,-758,0,47,30,47,-62,-50,30,-50,-62,-0.00308974,0.0301567,-0.0218645,-0.00190727,-0.00969249,-0.00516085,-758,11272,-19849,305,-1552,688,129,126.341
